1,0.0,0.0,0.14285714285714285,0.0,0.125,0.2,0.0,0.0,0.0,0.4,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.5,0.125,0.14285714285714285,0.0,0.125,0.0,0.0,0.0,0.0,0.6000000000000001,0.2,0.0,0.25,0.16666666666666666,0.0,0.0,0.2,0.4,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.16666666666666666,0.25,0.7500000000000001,0.125,0.0,0.15384615384615385
1,0.1,0.0,0.0,0.7500000000000001,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.25,0.16666666666666666,0.25,0.3333333333333333,0.2,0.0,0.0,0.25,0.0,0.125,0.2857142857142857,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.2,0.2,0.3333333333333333,0.25,0.0,0.0,0.0,0.3333333333333333,0.5,0.1,0.2,0.0,0.0,0.25,0.0,0.125,0.25,0.0
1,0.4,0.3333333333333333,0.2857142857142857,0.0,0.125,0.0,0.0,0.16666666666666666,0.125,0.2,0.16666666666666666,0.25,0.0,0.16666666666666666,0.2,0.0,0.4,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.14285714285714285,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,1.0,0.0,0.2,0.2,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.7500000000000001,0.0,0.0,0.25,0.07692307692307693
1,0.1,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.5,0.0,0.14285714285714285,0.0,0.4,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.25,0.14285714285714285,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.23076923076923078
1,0.2,0.16666666666666666,0.2857142857142857,0.25,0.125,0.2,0.0,0.16666666666666666,0.37500000000000006,0.6000000000000001,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.4,0.14285714285714285,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.25,0.0,0.2857142857142857,0.25,0.125,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4,0.625,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.25,0.37500000000000006,0.0,0.23076923076923078
1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.7500000000000001,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000000000001,0.0,0.25,0.0,0.16666666666666666,0.0,0.2,0.2,0.25,0.0,0.0,0.25,0.37500000000000006,0.5,0.23076923076923078
1,0.30000000000000004,0.16666666666666666,0.2857142857142857,0.25,0.125,0.2,0.0,0.16666666666666666,0.37500000000000006,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.5714285714285714,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,0.0,0.25,0.0,0.0,0.0
1,0.0,0.3333333333333333,0.2857142857142857,0.0,0.25,0.0,0.0,0.0,0.25,0.2,0.16666666666666666,0.0,0.0,0.0,0.2,0.5,0.4,0.0,0.3333333333333333,0.4,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.2857142857142857,0.0,0.125,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.30000000000000004,0.2,0.0,0.0,0.25,0.0,0.25,0.25,0.07692307692307693
1,0.1,0.0,0.4285714285714286,0.5,0.25,0.0,0.0,0.16666666666666666,0.37500000000000006,0.0,0.0,0.25,0.0,0.16666666666666666,0.2,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.125,0.2857142857142857,0.7500000000000001,0.125,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.5,0.07692307692307693
